pegawaidiklat_id;pegawai_nama;diklat_nama;diklat_jp;pegawai_diklat_tahun;jenis_diklat
9833;Pegawai 1211;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
9834;Pegawai 870;Digital Forensic;15;21/01/2021;Teknis
9835;Pegawai 1966;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
9836;Pegawai 633;Pengelolaan Informasi Publik;9;01/11/2022;Teknis
9837;Pegawai 1356;Pemeriksaan bisnis minyak dan gas (dan aspek perpajakannya);17;26/05/2021;Teknis
9838;Pegawai 723;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
9839;Pegawai 1548;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
9840;Pegawai 797;Standar Akuntansi Pemerintahan;19;13/10/2021;Teknis
9841;Pegawai 1255;Rencana Pengembangan Individu;22;01/01/2022;Teknis
9842;Pegawai 108;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
9843;Pegawai 1433;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9844;Pegawai 644;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
9845;Pegawai 168;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
9846;Pegawai 1542;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
9847;Pegawai 927;Diklat Peran Anggota Tim Yunior (ATY);20;12/04/2021;Fungsional
9848;Pegawai 1770;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
9849;Pegawai 809;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
9850;Pegawai 305;Pengelolaan Aset Negara (BMN);20;13/02/2022;Teknis
9851;Pegawai 1774;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
9852;Pegawai 733;Diklat Peran Ketua Tim Senior (KTS);18;25/07/2022;Fungsional
9853;Pegawai 1456;Aspek Hukum dalam Pengadaan Barang dan Jasa;20;01/03/2021;Teknis
9854;Pegawai 738;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
9855;Pegawai 387;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
9856;Pegawai 278;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
9857;Pegawai 1758;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
9858;Pegawai 1418;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
9859;Pegawai 90;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
9860;Pegawai 1398;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
9861;Pegawai 689;Project Management;22;17/04/2022;Teknis
9862;Pegawai 274;Teknik Sampling;17;12/08/2021;Teknis
9863;Pegawai 108;Manajemen Kediklatan;11;13/03/2021;Teknis
9864;Pegawai 1533;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
9865;Pegawai 342;Diklat Pembentukan Jabatan Fungsional Pemeriksa (JFP);12;03/04/2022;Fungsional
9866;Pegawai 247;Pemasaran Sektor Publik;9;14/12/2021;Teknis
9867;Pegawai 1727;Digital Forensic;15;21/01/2021;Teknis
9868;Pegawai 1874;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
9869;Pegawai 353;Risk Based Audit ;19;10/01/2022;Teknis
9870;Pegawai 637;Keprotokolan;10;27/11/2022;Teknis
9871;Pegawai 430;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
9872;Pegawai 9;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
9873;Pegawai 676;Lain-lain;19;26/06/2022;Teknis
9874;Pegawai 926;Manajemen Kompetensi;20;22/11/2022;Teknis
9875;Pegawai 925;Effective Government Auditing;11;08/01/2021;Teknis
9876;Pegawai 163;TABK Excel;19;10/10/2021;Teknis
9877;Pegawai 1275;Pemeriksaan Pendapatan Pajak Minerba;13;22/01/2022;Teknis
9878;Pegawai 290;Professional Image Grooming;8;23/11/2021;Teknis
9879;Pegawai 940;Diklat Orientasi ke-BPK-an - Gol. II;13;10/09/2021;Orientasi Ke-BPK-AN
9880;Pegawai 1694;Prosedur Analitis;20;11/10/2021;Teknis
9881;Pegawai 781;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
9882;Pegawai 1945;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
9883;Pegawai 1714;Manajemen Perpustakaan;16;27/11/2022;Teknis
9884;Pegawai 403;Perencanaan Pengadaan;20;13/12/2021;Teknis
9885;Pegawai 1925;Budaya Organisasi;19;23/09/2021;Teknis
9886;Pegawai 1067;Hukum Acara Pidana, Perdata dan TUN serta Penafsiran Hukum;16;10/05/2021;Teknis
9887;Pegawai 1780;Pemeriksaan Laporan Keuangan Pemerintah;14;19/02/2021;Teknis
9888;Pegawai 1248;Konseling;9;16/05/2021;Teknis
9889;Pegawai 1680;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
9890;Pegawai 199;Keprotokolan;10;27/11/2022;Teknis
9891;Pegawai 1606;Sekretariat Tim Penilai Angka Kredit JFP;21;08/02/2022;Teknis
9892;Pegawai 1549;Pemeriksaan Atas Laporan Keuangan;21;27/08/2021;Teknis
9893;Pegawai 592;Workshop persiapan pemeriksaan LKPP/LKKL;14;22/08/2022;Teknis
9894;Pegawai 1588;Kehumasan;10;01/01/2022;Teknis
9895;Pegawai 1230;Microsoft Excel;16;19/06/2021;Teknis
9896;Pegawai 1425;Public Speaking;10;21/11/2021;Teknis
9897;Pegawai 1703;Perpajakan bagi bendahara;11;24/02/2022;Teknis
9898;Pegawai 1773;TABK-Arbutus;11;21/08/2021;Teknis
9899;Pegawai 1063;Sertifikasi Asesor;18;07/04/2022;Teknis
9900;Pegawai 1132;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
9901;Pegawai 439;Pemrograman Berbasis Web dan Desktop;10;22/07/2022;Teknis
9902;Pegawai 415;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
9903;Pegawai 809;Investasi dan Pasar Modal;20;11/05/2021;Teknis
9904;Pegawai 1760;Penataran P4;13;22/09/2021;P4
9905;Pegawai 949;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
9906;Pegawai 1385;Pemberian Pendapat Hukum dan Konsultasi Hukum;11;09/11/2022;Teknis
9907;Pegawai 935;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9908;Pegawai 1913;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
9909;Pegawai 1557;Manajemen Konflik;9;12/09/2021;Teknis
9910;Pegawai 1424;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
9911;Pegawai 323;Media Handling;12;05/03/2021;Teknis
9912;Pegawai 180;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
9913;Pegawai 525;Pemeriksaan Kinerja Executive;20;12/08/2022;Teknis
9914;Pegawai 1012;Teknik Sampling;17;12/08/2021;Teknis
9915;Pegawai 302;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
9916;Pegawai 1842;Pemeriksaan Aset Tetap;17;07/12/2022;Teknis
9917;Pegawai 1171;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
9918;Pegawai 770;Pemeriksaan pajak BUMN jasa karya;19;17/08/2021;Teknis
9919;Pegawai 416;Pemeriksaan PBJ;21;12/01/2022;Teknis
9920;Pegawai 313;Sekretariat Tim Penilai Angka Kredit JFP;21;08/02/2022;Teknis
9921;Pegawai 169;Strategic HRM;14;06/08/2022;Teknis
9922;Pegawai 1065;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
9923;Pegawai 1465;Auditor Ahli Akuntansi;22;01/08/2021;Fungsional
9924;Pegawai 1244;Speed reading and mind mapping;22;22/09/2022;Teknis
9925;Pegawai 609;Teknik Sampling;17;12/08/2021;Teknis
9926;Pegawai 207;Pemeriksaan Pengadaan Barang dan Jasa;20;17/01/2022;Teknis
9927;Pegawai 544;Kerugian Negara;12;29/10/2022;Teknis
9928;Pegawai 651;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
9929;Pegawai 1709;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
9930;Pegawai 633;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
9931;Pegawai 1638;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
9932;Pegawai 1210;Penyusunan dan Analisis Kontrak;8;26/01/2021;Teknis
9933;Pegawai 565;DIKLAT PEMERIKSADiklat Peran Anggota Tim Senior (ATS);18;30/06/2022;Fungsional
9934;Pegawai 54;Metode Penelitian Sosial;11;23/11/2022;Teknis
9935;Pegawai 1444;Media Handling;12;05/03/2021;Teknis
9936;Pegawai 265;Digital Forensic;15;21/01/2021;Teknis
9937;Pegawai 1732;Effective Government Auditing;11;08/01/2021;Teknis
9938;Pegawai 1044;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
9939;Pegawai 686;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
9940;Pegawai 743;PPSPM Negara Tersertifikasi;11;19/07/2022;Teknis
9941;Pegawai 1454;Effective Communication Skills;17;20/07/2021;Teknis
9942;Pegawai 592;Fotografi;11;11/05/2022;Teknis
9943;Pegawai 1426;Diklat Peran Ketua Tim Senior (KTS);18;25/07/2022;Fungsional
9944;Pegawai 639;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
9945;Pegawai 1725;Pengelolaan Jaringan;12;13/06/2021;Teknis
9946;Pegawai 684;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
9947;Pegawai 1452;Diklat Kepemimpinan - II;8;18/01/2021;Kepemimpinan
9948;Pegawai 959;Sertifikat Kompetensi;18;05/04/2021;Teknis
9949;Pegawai 1293;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9950;Pegawai 433;Perencanaan Pengadaan;20;13/12/2021;Teknis
9951;Pegawai 1753;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
9952;Pegawai 1962;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
9953;Pegawai 1532;Penetapan Kriteria;8;31/08/2021;Teknis
9954;Pegawai 1783;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
9955;Pegawai 394;Budaya Organisasi;19;23/09/2021;Teknis
9956;Pegawai 1303;Prosedur Analitis;20;11/10/2021;Teknis
9957;Pegawai 1118;Manajemen Kompetensi;20;22/11/2022;Teknis
9958;Pegawai 1125;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
9959;Pegawai 1031;Pemberian keterangan ahli;21;10/05/2022;Teknis
9960;Pegawai 1404;Workshop persiapan pemeriksaan LK Kemenkumham, Polri dan Kejaksaan;8;19/01/2022;Teknis
9961;Pegawai 1792;Teknik Wawancara dan SIAP LKPD;22;04/02/2022;Teknis
9962;Pegawai 1430;Komunikasi Kepemimpinan;13;02/06/2021;Teknis
9963;Pegawai 1926;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
9964;Pegawai 374;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
9965;Pegawai 1221;Analis AnggaranAnalis Kebijakan;8;29/06/2021;Fungsional
9966;Pegawai 963;Sistem Aplikasi Pemeriksaan (SiAP) LK;16;26/03/2022;Teknis
9967;Pegawai 939;Pemeriksaan bisnis minyak dan gas (dan aspek perpajakannya);17;26/05/2021;Teknis
9968;Pegawai 658;Sertifikasi Pengadaan Barang dan Jasa;17;05/08/2022;Teknis
9969;Pegawai 156;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
9970;Pegawai 864;Audit Forensik;16;15/04/2021;Teknis
9971;Pegawai 15;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
9972;Pegawai 239;Manajemen TI;20;17/09/2022;Teknis
9973;Pegawai 1628;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
9974;Pegawai 1654;Pemasaran Sektor Publik;9;14/12/2021;Teknis
9975;Pegawai 1257;Pemeriksaan Manajemen Kas;22;30/12/2021;Teknis
9976;Pegawai 1671;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
9977;Pegawai 1160;Alih Media Digital;16;21/12/2021;Teknis
9978;Pegawai 378;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
9979;Pegawai 709;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
9980;Pegawai 1147;Workshop persiapan pemeriksaan tematik Program Keluarga Harapan;11;20/03/2022;Teknis
9981;Pegawai 1890;Pengendali Teknis Yunior;21;28/02/2021;Fungsional
9982;Pegawai 1318;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
9983;Pegawai 80;Pemahaman Entitas dan Penentuan Area Potensial;15;30/01/2022;Teknis
9984;Pegawai 377;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
9985;Pegawai 300;Penulisan Hasil Penelitian;18;23/11/2021;Teknis
9986;Pegawai 777;Diklat Peran Ketua Tim Yunior (KTY);16;26/04/2022;Fungsional
9987;Pegawai 113;Penghitungan Kerugian Negara/Daerah;9;06/02/2022;Teknis
9988;Pegawai 1491;Oracle Database;12;27/06/2022;Teknis
9989;Pegawai 1950;International Financial Reporting System (IFRS);15;18/03/2021;Teknis
9990;Pegawai 783;Creative thinking;10;06/07/2021;Teknis
9991;Pegawai 538;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
9992;Pegawai 111;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
9993;Pegawai 1471;Aplikasi Teknologi Informasi dan E-Audit;17;06/09/2021;Teknis
9994;Pegawai 310;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
9995;Pegawai 792;Kehumasan;10;01/01/2022;Teknis
9996;Pegawai 1589;Diklat Prajabatan - Gol. II;10;04/02/2021;Pra-Jabatan
9997;Pegawai 213;Risk Based Audit ;19;10/01/2022;Teknis
9998;Pegawai 1144;Pemeriksaan LKPD AT;14;27/05/2021;Teknis
9999;Pegawai 101;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
10000;Pegawai 420;Pemeriksaan Area Kunci;18;24/12/2021;Teknis
10001;Pegawai 700;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
10002;Pegawai 956;Change Management;10;27/10/2022;Teknis
10003;Pegawai 78;Workshop;22;03/06/2022;Teknis
10004;Pegawai 283;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
10005;Pegawai 205;Pemeriksaan LKPD KT;9;22/02/2022;Teknis
10006;Pegawai 1079;Manajemen Kinerja;17;23/10/2021;Teknis
10007;Pegawai 685;SPKPP;17;31/10/2021;Teknis
10008;Pegawai 1704;Pengadaan barang dan jasa tingkat menengah;15;26/12/2021;Teknis
10009;Pegawai 12;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
10010;Pegawai 940;Penjaminan Mutu Pemeriksaan;22;05/10/2022;Teknis
10011;Pegawai 1788;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
10012;Pegawai 1615;Audit Forensik;16;15/04/2021;Teknis
10013;Pegawai 53;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
10014;Pegawai 102;Keprotokolan;10;27/11/2022;Teknis
10015;Pegawai 1891;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
10016;Pegawai 559;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
10017;Pegawai 415;Pemeriksaan Belanja Modal dan Aset Tetap;22;10/12/2022;Teknis
10018;Pegawai 483;Sistem Kendali Kecurangan;12;23/02/2021;Teknis
10019;Pegawai 857;Strategic HRM;14;06/08/2022;Teknis
10020;Pegawai 1867;Penulisan Pendapat Hukum;13;13/04/2022;Teknis
10021;Pegawai 696;Sistem Pengelolaan Keuangan Pemerintah Pusat (SPKPP);16;10/08/2022;Teknis
10022;Pegawai 1383;Penjaminan Mutu Pemeriksaan;22;05/10/2022;Teknis
10023;Pegawai 655;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
10024;Pegawai 1008;Event Management;15;01/12/2022;Teknis
10025;Pegawai 1979;Diklat Peran Pengendali Mutu (PM);19;13/02/2021;Fungsional
10026;Pegawai 126;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
10027;Pegawai 222;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
10028;Pegawai 110;Penyusunan Prosedur Operasional Standar (POS);19;12/01/2021;Teknis
10029;Pegawai 701;Sistem Akuntansi Pemerintah Daerah;11;23/05/2021;Teknis
10030;Pegawai 762;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
10031;Pegawai 9;Penilaian Sistem Pengendalian Intern;21;18/03/2022;Teknis
10032;Pegawai 393;Media Handling;12;05/03/2021;Teknis
10033;Pegawai 1913;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
10034;Pegawai 422;Sistem aplikasi pengelolaan SDM;14;12/04/2021;Teknis
10035;Pegawai 523;Pemeriksaan dana bergulir;17;23/06/2022;Teknis
10036;Pegawai 1677;Metode Penelitian Sosial;11;23/11/2022;Teknis
10037;Pegawai 1660;Manajemen Kompetensi;20;22/11/2022;Teknis
10038;Pegawai 1501;Sertifikat Kompetensi;18;05/04/2021;Teknis
10039;Pegawai 1830;Public Speaking;10;21/11/2021;Teknis
10040;Pegawai 1396;Sertifikasi Asesor;18;07/04/2022;Teknis
10041;Pegawai 1628;Penataran P4;13;22/09/2021;P4
10042;Pegawai 594;Alih Media Digital;16;21/12/2021;Teknis
10043;Pegawai 977;Kepaniteraan Kerugian Negara;19;15/05/2022;Teknis
10044;Pegawai 361;Diklat Peran Ketua Tim Senior (KTS);18;25/07/2022;Fungsional
10045;Pegawai 997;Penetapan Kriteria;8;31/08/2021;Teknis
10046;Pegawai 337;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
10047;Pegawai 1278;Teknik Negosiasi;12;11/09/2021;Teknis
10048;Pegawai 1893;Diklat Kepemimpinan - I;8;27/09/2022;Kepemimpinan
10049;Pegawai 1159;Penyusunan dan revisi anggaran RKA-KL;15;06/04/2021;Teknis
10050;Pegawai 287;Project Management;22;17/04/2022;Teknis
10051;Pegawai 415;Bantuan Hukum dalam proses peradilan;12;24/10/2022;Teknis
10052;Pegawai 1113;Pemeriksaan Terumbu Karang;11;03/11/2021;Teknis
10053;Pegawai 392;NLP;21;28/09/2022;Teknis
10054;Pegawai 1419;SPKPP;17;31/10/2021;Teknis
10055;Pegawai 153;Pemasaran Sektor Publik;9;14/12/2021;Teknis
10056;Pegawai 103;Managing Difficult and Conflict People;14;01/02/2021;Teknis
10057;Pegawai 1237;Workshop persiapan pemeriksaan tematik atas Kinerja APIP;12;01/03/2022;Teknis
10058;Pegawai 1227;Psikologi Pemeriksaan;21;09/11/2022;Teknis
10059;Pegawai 1449;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
10060;Pegawai 1719;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
10061;Pegawai 1183;Lain-lain;19;26/06/2022;Teknis
10062;Pegawai 1149;Pemeriksaan aset kawasan industri;9;18/06/2021;Teknis
10063;Pegawai 579;Pengelolaan Website dan Sosial Media;8;21/12/2021;Teknis
10064;Pegawai 715;Perencanaan Pengadaan;20;13/12/2021;Teknis
10065;Pegawai 842;Pemeriksaan kinerja;18;26/08/2021;Teknis
10066;Pegawai 496;Diklat Kepemimpinan - III;10;24/09/2022;Kepemimpinan
10067;Pegawai 1675;Manajemen TI;20;17/09/2022;Teknis
10068;Pegawai 26;Pengelolaan keuangan strategis;13;09/05/2021;Teknis
10069;Pegawai 280;Korespondensi Modern dan Report Writing;8;11/10/2022;Teknis
10070;Pegawai 939;Pemeriksaan Operasional Perbankan;16;31/05/2021;Teknis
10071;Pegawai 1725;Sistem aplikasi di bidang keuangan dan penyusunan laporan;11;04/03/2022;Teknis
10072;Pegawai 442;Pemeriksaan Laporan Keuangan Pemerintah;14;19/02/2021;Teknis
10073;Pegawai 727;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
10074;Pegawai 905;Teknik Wawancara Forensik;14;12/07/2021;Teknis
10075;Pegawai 441;Sistem Akuntansi Pemerintah Daerah;11;23/05/2021;Teknis
10076;Pegawai 702;Prosedur Analitis;20;11/10/2021;Teknis
10077;Pegawai 504;Etika Kerja Dalam Membangun Hubungan Kerja (PR);12;14/02/2022;Teknis
10078;Pegawai 981;Diklat Prajabatan - Gol. I;22;04/09/2021;Pra-Jabatan
10079;Pegawai 1262;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
10080;Pegawai 531;Auditor Ahli Non Akuntansi;19;02/05/2022;Fungsional
10081;Pegawai 1657;Korespondensi dan Tata Naskah Kedinasan;12;14/12/2021;Teknis
10082;Pegawai 775;Teknik Wawancara;10;27/11/2021;Teknis
10083;Pegawai 1064;Pemeriksaan Pasca Tambang;14;03/07/2021;Teknis
10084;Pegawai 801;Master of Ceremony;10;06/01/2021;Teknis
10085;Pegawai 760;Professional Image Grooming;8;23/11/2021;Teknis
10086;Pegawai 356;Pemeriksaan PNBP dan lingkungan mineral dan pertambangan;17;25/03/2021;Teknis
10087;Pegawai 1474;Persiapan Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;15;12/08/2021;Teknis
10088;Pegawai 1997;Creative Leadership;21;17/10/2022;Teknis
10089;Pegawai 1442;Evaluasi terhadap KAP yang memeriksa untuk dan atas nama  BPK dan evaluasi terhadap KAP yang memerik;22;13/05/2021;Teknis
10090;Pegawai 346;Fotografi;11;11/05/2022;Teknis
10091;Pegawai 101;Legal Drafting, legal review, &amp;9;12/04/2021;Teknis
10092;Pegawai 49;Managing Difficult and Conflict People;14;01/02/2021;Teknis
10093;Pegawai 1250;Perencanaan Pengadaan;20;13/12/2021;Teknis
10094;Pegawai 1596;TABK-KPPN;14;26/07/2022;Teknis
10095;Pegawai 1915;Etika Profesi Bidang Telematika;22;24/10/2022;Teknis
10096;Pegawai 662;Pemeriksaan investigatif;19;09/05/2021;Teknis
10097;Pegawai 1419;Aspek Hukum dan Tindak Pidana Korupsi;12;19/03/2021;Teknis
10098;Pegawai 357;Pengelolaan Jaringan;12;13/06/2021;Teknis
10099;Pegawai 664;Peningkatan Kapasitas Pengelola Museum BPK RI;17;17/05/2022;Teknis
10100;Pegawai 1386;Analisis dan Pengembangan Organisasi;18;11/04/2021;Teknis
10101;Pegawai 193;Penghitungan Kerugian Negara/Daerah;9;06/02/2022;Teknis
10102;Pegawai 1334;TABK SIMDA;19;01/08/2021;Teknis
10103;Pegawai 1263;Penyusunan dan analisa kontrak di lingkungan Pemerintahan;18;17/11/2022;Teknis
10104;Pegawai 897;Pemeriksaan PBJ;21;12/01/2022;Teknis
10105;Pegawai 1852;TABK SIMDA;19;01/08/2021;Teknis
10106;Pegawai 1334;Pemeriksaan Lingkungan (pengelolaan rawa);10;15/10/2022;Teknis
10107;Pegawai 6;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
10108;Pegawai 216;Pemeriksaan investigatif;19;09/05/2021;Teknis
10109;Pegawai 1798;Standar Kompetensi dan Evaluasi Jabatan;21;11/04/2022;Teknis
10110;Pegawai 1153;Penilaian Aset;16;30/01/2022;Teknis
10111;Pegawai 1988;NLP;21;28/09/2022;Teknis
10112;Pegawai 1376;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
10113;Pegawai 1411;Investasi dan Pasar Modal;20;11/05/2021;Teknis
10114;Pegawai 1845;Penilaian Risiko Kecurangan dalam Pemeriksaan LKPD;9;16/06/2022;Teknis
10115;Pegawai 223;Penulisan Pendapat Hukum;13;13/04/2022;Teknis
10116;Pegawai 26;Penulisan Populer dan Infografis;8;24/05/2022;Teknis
10117;Pegawai 140;Professional Image Grooming;8;23/11/2021;Teknis
10118;Pegawai 1655;Manajemen Kediklatan;11;13/03/2021;Teknis
10119;Pegawai 103;Pemeriksaan Laporan Keuangan Pemerintah;14;19/02/2021;Teknis
10120;Pegawai 1160;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
10121;Pegawai 853;Monitoring dan Evaluasi Kinerja RKA (PMK 249/2011);22;02/12/2022;Teknis
10122;Pegawai 803;Pemeriksaan Pendapatan Daerah;13;08/04/2021;Teknis
10123;Pegawai 1377;Analis Kepegawaian;13;20/10/2022;Teknis
10124;Pegawai 320;Auditor Terampil Non Akuntansi;21;27/01/2021;Fungsional
10125;Pegawai 978;Pemeriksaan Infrastruktur ;15;03/08/2021;Teknis
10126;Pegawai 194;Pemeriksaan Laporan Keuangan Pemerintah Daerah (LKPD) Berbasis Akrual;16;07/07/2021;Teknis
10127;Pegawai 634;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
10128;Pegawai 592;Manajemen Kompetensi;20;22/11/2022;Teknis
10129;Pegawai 501;Berpikir Kritis dan Inovatif;10;26/03/2021;Teknis
10130;Pegawai 1020;Pemeriksaan Kinerja KT;20;14/09/2021;Teknis
10131;Pegawai 882;Penanganan massa;20;02/07/2021;Teknis
10132;Pegawai 1347;Pengelolaan dan Penggunaan Kantor Akuntan Publik (KAP);16;13/02/2021;Teknis
10133;Pegawai 260;Psikologi Pemeriksaan;21;09/11/2022;Teknis
10134;Pegawai 820;SIAP LKPD;10;28/04/2022;Teknis
10135;Pegawai 673;Alih Media Digital;16;21/12/2021;Teknis
10136;Pegawai 1734;SIAP LKPD;10;28/04/2022;Teknis
10137;Pegawai 120;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
10138;Pegawai 1638;Manajemen Kompetensi;20;22/11/2022;Teknis
10139;Pegawai 906;Auditor Ahli-Crash Program;13;22/05/2022;Fungsional
10140;Pegawai 1169;TABK-Arbutus;11;21/08/2021;Teknis
10141;Pegawai 956;Pemasaran Sektor Publik;9;14/12/2021;Teknis
10142;Pegawai 887;Sertifikasi Asesor;18;07/04/2022;Teknis
10143;Pegawai 1788;Reviu Opini atas LHP LK;13;21/06/2022;Teknis
10144;Pegawai 681;Teknik Interviu dan FGD;16;03/10/2021;Teknis
10145;Pegawai 1550;Change Management;10;27/10/2022;Teknis
10146;Pegawai 1975;TABK-ACL;19;18/02/2021;Teknis
10147;Pegawai 1830;Digital Forensic;15;21/01/2021;Teknis
10148;Pegawai 553;Penyusunan Laporan Keuangan;15;03/07/2022;Teknis
10149;Pegawai 443;Sertifikasi Bendahara Pengeluaran;21;04/10/2021;Teknis
10150;Pegawai 1332;Aplikasi Perkantoran di BPK;18;30/08/2021;Teknis
10151;Pegawai 719;Investasi dan Pasar Modal;20;11/05/2021;Teknis
10152;Pegawai 1756;Kearsipan Tingkat Lanjut;18;27/10/2021;Teknis
10153;Pegawai 1532;Penulisan Laporan (Gaya Selingkung), Kodering Temuan dan Penyusunan KKP;11;23/06/2022;Teknis
10154;Pegawai 1654;Teknik Membaca Cepat;14;22/12/2022;Teknis
10155;Pegawai 468;Professional Image Grooming;8;23/11/2021;Teknis
10156;Pegawai 1000;TABK (ACL, Arbutus, IDEA, Excel);11;26/05/2021;Teknis
10157;Pegawai 75;Coaching ;15;18/12/2021;Teknis
10158;Pegawai 1406;Sekretariat Tim Penilai Angka Kredit JFP;21;08/02/2022;Teknis
