pegawai_id;pegawai_nama;pegawai_pendidikan;jabatan_nama;perwakilan;usia;tgl_masuk;tgl_keluar;;;
1719;Pegawai 1718;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jawa Barat;39;30/08/2020;-;;;
1720;Pegawai 1719;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sumatera Utara;32;03/06/2018;03/06/2022;;;
1721;Pegawai 1720;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi DKI Jakarta;36;24/11/2021;-;;;
1722;Pegawai 1721;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Utara;24;05/08/2021;-;;;
1723;Pegawai 1722;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Riau;28;05/09/2020;-;;;
1724;Pegawai 1723;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Banten;30;09/03/2022;-;;;
1725;Pegawai 1724;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Jambi;26;04/06/2018;04/06/2022;;;
1726;Pegawai 1725;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DI Yogyakarta;45;05/06/2019;-;;;
1727;Pegawai 1726;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Jambi;41;25/06/2019;-;;;
1728;Pegawai 1727;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Jambi;48;30/11/2020;-;;;
1729;Pegawai 1728;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Jawa Timur;48;11/04/2020;-;;;
1730;Pegawai 1729;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Barat;48;22/02/2021;-;;;
1731;Pegawai 1730;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Gorontalo;26;19/12/2018;-;;;
1732;Pegawai 1731;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sumatera Selatan;32;19/07/2020;-;;;
1733;Pegawai 1732;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Lampung;53;07/10/2021;-;;;
1734;Pegawai 1733;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DI Yogyakarta;50;06/08/2020;-;;;
1735;Pegawai 1734;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Bali;57;04/06/2019;-;;;
1736;Pegawai 1735;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Nusa Tenggara Barat;36;14/06/2021;-;;;
1737;Pegawai 1736;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;45;05/04/2018;05/04/2022;;;
1738;Pegawai 1737;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Barat;26;16/03/2022;-;;;
1739;Pegawai 1738;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi DKI Jakarta;55;22/09/2020;-;;;
1740;Pegawai 1739;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;34;04/07/2020;-;;;
1741;Pegawai 1740;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Selatan;26;25/11/2018;25/11/2022;;;
1742;Pegawai 1741;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Jambi;33;04/03/2021;-;;;
1743;Pegawai 1742;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Selatan;43;31/01/2022;-;;;
1744;Pegawai 1743;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Gorontalo;34;08/06/2019;-;;;
1745;Pegawai 1744;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua Barat;52;18/02/2021;-;;;
1746;Pegawai 1745;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Lampung;30;10/02/2022;-;;;
1747;Pegawai 1746;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Aceh;43;11/10/2020;-;;;
1748;Pegawai 1747;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Tengah;27;16/04/2021;-;;;
1749;Pegawai 1748;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Gorontalo;49;14/01/2019;-;;;
1750;Pegawai 1749;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Utara;57;06/02/2019;-;;;
1751;Pegawai 1750;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Selatan;36;25/04/2018;25/04/2022;;;
1752;Pegawai 1751;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jawa Barat;39;08/05/2019;-;;;
1753;Pegawai 1752;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Jawa Barat;58;27/03/2020;-;;;
1754;Pegawai 1753;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Utara;46;25/02/2020;-;;;
1755;Pegawai 1754;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sulawesi Utara;26;12/04/2022;-;;;
1756;Pegawai 1755;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kepulauan Riau;26;27/04/2021;-;;;
1757;Pegawai 1756;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Lampung;49;09/10/2020;-;;;
1758;Pegawai 1757;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Nusa Tenggara Barat;28;01/04/2018;01/04/2022;;;
1759;Pegawai 1758;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Gorontalo;53;03/05/2019;-;;;
1760;Pegawai 1759;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku;31;09/06/2022;-;;;
1761;Pegawai 1760;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Papua Barat;33;03/06/2021;-;;;
1762;Pegawai 1761;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sumatera Utara;56;30/04/2018;30/04/2022;;;
1763;Pegawai 1762;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Tenggara;50;19/11/2019;-;;;
1764;Pegawai 1763;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Barat;52;14/10/2020;-;;;
1765;Pegawai 1764;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Riau;53;18/04/2020;-;;;
1766;Pegawai 1765;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Gorontalo;29;11/04/2021;-;;;
1767;Pegawai 1766;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Barat;57;14/08/2019;-;;;
1768;Pegawai 1767;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Sulawesi Tengah;52;14/11/2019;-;;;
1769;Pegawai 1768;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Gorontalo;26;16/12/2021;-;;;
1770;Pegawai 1769;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bali;31;03/01/2022;-;;;
1771;Pegawai 1770;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;52;05/07/2019;-;;;
1772;Pegawai 1771;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Selatan;51;11/10/2019;-;;;
1773;Pegawai 1772;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Timur;46;07/05/2019;-;;;
1774;Pegawai 1773;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Sulawesi Tengah;35;13/06/2018;13/06/2022;;;
1775;Pegawai 1774;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Maluku Utara;39;06/12/2020;-;;;
1776;Pegawai 1775;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Nusa Tenggara Barat;26;27/07/2019;-;;;
1777;Pegawai 1776;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Bangka Belitung;28;10/02/2019;-;;;
1778;Pegawai 1777;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Barat;54;03/05/2022;-;;;
1779;Pegawai 1778;S2;Pemeriksa Utama;BPK Perwakilan Provinsi DKI Jakarta;50;02/01/2019;-;;;
1780;Pegawai 1779;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Sumatera Utara;40;26/08/2019;-;;;
1781;Pegawai 1780;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua Barat;25;26/03/2022;-;;;
1782;Pegawai 1781;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Bangka Belitung;58;14/01/2019;-;;;
1783;Pegawai 1782;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Riau;37;29/09/2020;-;;;
1784;Pegawai 1783;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Banten;45;28/09/2019;-;;;
1785;Pegawai 1784;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Selatan;48;29/05/2019;-;;;
1786;Pegawai 1785;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Selatan;25;29/11/2019;-;;;
1787;Pegawai 1786;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jambi;48;20/01/2019;-;;;
1788;Pegawai 1787;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Maluku;28;28/12/2018;-;;;
1789;Pegawai 1788;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sumatera Selatan;29;13/04/2022;-;;;
1790;Pegawai 1789;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DKI Jakarta;53;29/07/2021;-;;;
1791;Pegawai 1790;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kalimantan Timur;24;26/07/2018;26/07/2022;;;
1792;Pegawai 1791;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Utara;52;05/08/2018;05/08/2022;;;
1793;Pegawai 1792;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Papua;46;27/06/2018;27/06/2022;;;
1794;Pegawai 1793;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Kepulauan Riau;26;22/04/2021;-;;;
1795;Pegawai 1794;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sumatera Utara;43;11/07/2022;-;;;
1796;Pegawai 1795;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Timur;23;26/08/2019;-;;;
1797;Pegawai 1796;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Banten;51;01/08/2021;-;;;
1798;Pegawai 1797;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Riau;37;17/07/2018;17/07/2022;;;
1799;Pegawai 1798;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Utara;45;13/08/2019;-;;;
1800;Pegawai 1799;D4;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Maluku Utara;35;28/12/2019;-;;;
1801;Pegawai 1800;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Banten;40;02/09/2018;02/09/2022;;;
1802;Pegawai 1801;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Jawa Tengah;27;21/05/2019;-;;;
1803;Pegawai 1802;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;24;11/03/2018;11/03/2022;;;
1804;Pegawai 1803;D4;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Barat;26;22/01/2021;-;;;
1805;Pegawai 1804;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Maluku;21;28/12/2021;-;;;
1806;Pegawai 1805;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Selatan;29;12/02/2019;-;;;
1807;Pegawai 1806;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Timur;47;29/01/2019;-;;;
1808;Pegawai 1807;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Kalimantan Barat;41;18/01/2020;-;;;
1809;Pegawai 1808;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sumatera Utara;26;08/10/2019;-;;;
1810;Pegawai 1809;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Sulawesi Utara;31;10/06/2021;-;;;
1811;Pegawai 1810;D4;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Gorontalo;48;16/11/2021;-;;;
1812;Pegawai 1811;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Kalimantan Selatan;40;27/06/2019;-;;;
1813;Pegawai 1812;S2;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Bangka Belitung;28;09/09/2021;-;;;
1814;Pegawai 1813;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Lampung;45;24/03/2019;-;;;
1815;Pegawai 1814;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Banten;37;06/05/2022;-;;;
1816;Pegawai 1815;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Jawa Tengah;34;10/05/2021;-;;;
1817;Pegawai 1816;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Selatan;36;20/06/2021;-;;;
1818;Pegawai 1817;S1;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Utara;26;04/05/2022;-;;;
1819;Pegawai 1818;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;57;17/02/2020;-;;;
1820;Pegawai 1819;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Sulawesi Tengah;58;22/12/2020;-;;;
1821;Pegawai 1820;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Papua;24;02/01/2019;-;;;
1822;Pegawai 1821;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;33;21/03/2020;-;;;
1823;Pegawai 1822;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Tengah;30;09/10/2019;-;;;
1824;Pegawai 1823;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Utara;22;14/12/2019;-;;;
1825;Pegawai 1824;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Bali;46;22/10/2018;22/10/2022;;;
1826;Pegawai 1825;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Kalimantan Utara;49;03/01/2020;-;;;
1827;Pegawai 1826;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Utara;34;30/06/2018;30/06/2022;;;
1828;Pegawai 1827;S1;Pemeriksa Madya;BPK Perwakilan Provinsi DKI Jakarta;45;21/01/2019;-;;;
1829;Pegawai 1828;S1;Pemeriksa Pertama;BPK Perwakilan Provinsi Sumatera Selatan;53;24/05/2021;-;;;
1830;Pegawai 1829;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Gorontalo;55;08/08/2020;-;;;
1831;Pegawai 1830;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Papua Barat;37;22/04/2021;-;;;
1832;Pegawai 1831;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Papua;45;21/10/2020;-;;;
1833;Pegawai 1832;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Sumatera Selatan;42;16/10/2020;-;;;
1834;Pegawai 1833;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Bengkulu;41;20/06/2021;-;;;
1835;Pegawai 1834;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi DI Yogyakarta;51;31/08/2020;-;;;
1836;Pegawai 1835;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Barat;33;30/05/2019;-;;;
1837;Pegawai 1836;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Utara;21;14/01/2021;-;;;
1838;Pegawai 1837;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Bali;51;09/03/2021;-;;;
1839;Pegawai 1838;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Jawa Tengah;53;25/09/2018;25/09/2022;;;
1840;Pegawai 1839;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Aceh;30;20/09/2019;-;;;
1841;Pegawai 1840;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Kepulauan Riau;31;04/03/2020;-;;;
1842;Pegawai 1841;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jawa Tengah;26;27/05/2019;-;;;
1843;Pegawai 1842;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Sumatera Selatan;58;10/01/2022;-;;;
1844;Pegawai 1843;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Banten;41;15/03/2018;15/03/2022;;;
1845;Pegawai 1844;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Jambi;29;16/06/2022;-;;;
1846;Pegawai 1845;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Banten;57;23/10/2020;-;;;
1847;Pegawai 1846;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Papua Barat;51;24/05/2022;-;;;
1848;Pegawai 1847;D4;Pemeriksa Pertama;BPK Perwakilan Provinsi Kalimantan Timur;25;09/11/2019;-;;;
1849;Pegawai 1848;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Aceh;57;01/04/2020;-;;;
1850;Pegawai 1849;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Jambi;50;27/12/2020;-;;;
1851;Pegawai 1850;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Tengah;45;18/10/2021;-;;;
1852;Pegawai 1851;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Bengkulu;44;05/10/2021;-;;;
1853;Pegawai 1852;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Kalimantan Barat;37;31/07/2018;31/07/2022;;;
1854;Pegawai 1853;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Lampung;37;14/03/2019;-;;;
1855;Pegawai 1854;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;41;25/01/2019;-;;;
1856;Pegawai 1855;S1;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Selatan;29;21/06/2021;-;;;
1857;Pegawai 1856;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sulawesi Tengah;43;16/07/2022;-;;;
1858;Pegawai 1857;S1;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Sulawesi Tenggara;35;01/07/2020;-;;;
1859;Pegawai 1858;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;22;05/08/2020;-;;;
1860;Pegawai 1859;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Selatan;39;07/07/2021;-;;;
1861;Pegawai 1860;D4;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Nusa Tenggara Timur;58;14/05/2021;-;;;
1862;Pegawai 1861;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;45;30/01/2019;-;;;
1863;Pegawai 1862;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua Barat;34;12/07/2021;-;;;
1864;Pegawai 1863;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Riau;35;14/10/2020;-;;;
1865;Pegawai 1864;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi DI Yogyakarta;57;21/03/2021;-;;;
1866;Pegawai 1865;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sulawesi Utara;29;03/11/2019;-;;;
1867;Pegawai 1866;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Banten;58;24/12/2021;-;;;
1868;Pegawai 1867;D4;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Gorontalo;31;14/04/2020;-;;;
1869;Pegawai 1868;S1;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi DI Yogyakarta;23;10/02/2018;10/02/2022;;;
1870;Pegawai 1869;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Sulawesi Barat;34;13/05/2019;-;;;
1871;Pegawai 1870;D4;Pemeriksa Muda;BPK Perwakilan Provinsi Papua;29;07/05/2019;-;;;
1872;Pegawai 1871;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Sulawesi Tenggara;28;13/01/2019;-;;;
1873;Pegawai 1872;S2;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Jawa Barat;43;05/06/2019;-;;;
1874;Pegawai 1873;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Nusa Tenggara Barat;31;20/01/2018;20/01/2022;;;
1875;Pegawai 1874;S1;Pemeriksa Muda;BPK Perwakilan Provinsi Kepulauan Riau;48;28/12/2018;-;;;
1876;Pegawai 1875;S1;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Jambi;41;28/05/2022;-;;;
1877;Pegawai 1876;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Maluku Utara;45;27/05/2020;-;;;
1878;Pegawai 1877;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Utara;36;26/03/2020;-;;;
1879;Pegawai 1878;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi Gorontalo;58;09/07/2022;-;;;
1880;Pegawai 1879;S2;Pranata Keuangan APBN Mahir ;BPK Perwakilan Provinsi Papua;56;25/08/2020;-;;;
1881;Pegawai 1880;S1;Pemeriksa Madya;BPK Perwakilan Provinsi Bali;54;18/04/2020;-;;;
1882;Pegawai 1881;S1;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Papua;38;23/06/2021;-;;;
1883;Pegawai 1882;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Sulawesi Barat;25;03/01/2021;-;;;
1884;Pegawai 1883;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Aceh;25;14/12/2018;-;;;
1885;Pegawai 1884;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Riau;46;09/07/2020;-;;;
1886;Pegawai 1885;D4;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi DKI Jakarta;31;14/09/2018;14/09/2022;;;
1887;Pegawai 1886;D4;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jawa Barat;38;17/03/2021;-;;;
1888;Pegawai 1887;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Kepulauan Riau;55;26/04/2018;26/04/2022;;;
1889;Pegawai 1888;S2;Pranata Komputer Muda ;BPK Perwakilan Provinsi Kepulauan Riau;30;30/05/2020;-;;;
1890;Pegawai 1889;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Nusa Tenggara Timur;43;10/03/2019;-;;;
1891;Pegawai 1890;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Timur;35;25/10/2021;-;;;
1892;Pegawai 1891;S2;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Kalimantan Selatan;51;30/01/2018;30/01/2022;;;
1893;Pegawai 1892;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kalimantan Utara;44;14/06/2018;14/06/2022;;;
1894;Pegawai 1893;D4;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Banten;21;28/08/2018;28/08/2022;;;
1895;Pegawai 1894;S2;Pemeriksa Pertama;BPK Perwakilan Provinsi DKI Jakarta;41;07/07/2022;-;;;
1896;Pegawai 1895;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Kepulauan Riau;33;28/03/2018;28/03/2022;;;
1897;Pegawai 1896;S2;Pranata Keuangan APBN Penyelia ;BPK Perwakilan Provinsi Bali;26;05/12/2020;-;;;
1898;Pegawai 1897;D4;Arsiparis Muda ;BPK Perwakilan Provinsi Sumatera Barat;43;20/10/2018;20/10/2022;;;
1899;Pegawai 1898;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Maluku Utara;58;20/05/2018;20/05/2022;;;
1900;Pegawai 1899;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Maluku;35;28/11/2019;-;;;
1901;Pegawai 1900;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Jambi;52;03/11/2019;-;;;
1902;Pegawai 1901;S1;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Maluku Utara;43;19/03/2019;-;;;
1903;Pegawai 1902;D4;Pemeriksa Utama;BPK Perwakilan Provinsi Lampung;30;22/01/2021;-;;;
1904;Pegawai 1903;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Kepulauan Riau;47;07/03/2021;-;;;
1905;Pegawai 1904;S1;Pranata Komputer Muda ;BPK Perwakilan Provinsi Bangka Belitung;38;19/08/2018;19/08/2022;;;
1906;Pegawai 1905;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jawa Barat;32;31/01/2021;-;;;
1907;Pegawai 1906;S1;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Sumatera Selatan;51;19/09/2018;19/09/2022;;;
1908;Pegawai 1907;S1;Analis Kepegawaian Pertama ;BPK Perwakilan Provinsi Maluku Utara;41;25/11/2021;-;;;
1909;Pegawai 1908;D4;Analis Pengelolaan Keuangan APBN Muda ;BPK Perwakilan Provinsi Maluku;38;17/01/2021;-;;;
1910;Pegawai 1909;S1;Pranata Komputer Terampil ;BPK Perwakilan Provinsi Sumatera Barat;33;28/07/2022;-;;;
1911;Pegawai 1910;S2;Pranata Komputer Pertama ;BPK Perwakilan Provinsi Jawa Barat;51;26/12/2021;-;;;
1912;Pegawai 1911;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Sulawesi Tenggara;51;09/05/2020;-;;;
1913;Pegawai 1912;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Maluku Utara;47;05/12/2021;-;;;
1914;Pegawai 1913;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Barat;26;13/08/2020;-;;;
1915;Pegawai 1914;D4;Pemeriksa Madya;BPK Perwakilan Provinsi Lampung;25;09/10/2019;-;;;
1916;Pegawai 1915;D4;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Gorontalo;55;21/01/2022;-;;;
1917;Pegawai 1916;S2;Pemeriksa Utama;BPK Perwakilan Provinsi Kalimantan Timur;44;15/06/2019;-;;;
1918;Pegawai 1917;S2;Arsiparis Muda ;BPK Perwakilan Provinsi Jawa Barat;37;04/08/2018;04/08/2022;;;
1919;Pegawai 1918;S2;Pemeriksa Muda;BPK Perwakilan Provinsi Papua;42;26/06/2021;-;;;
1920;Pegawai 1919;S2;Pranata Keuangan APBN Terampil ;BPK Perwakilan Provinsi Papua Barat;47;14/08/2021;-;;;
1921;Pegawai 1920;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Papua Barat;49;30/04/2022;-;;;
1922;Pegawai 1921;S2;Analis Pengelolaan Keuangan APBN Pertama ;BPK Perwakilan Provinsi Gorontalo;34;16/07/2018;16/07/2022;;;
1923;Pegawai 1922;S2;Pemeriksa Madya;BPK Perwakilan Provinsi Sulawesi Utara;33;16/10/2020;-;;;
1924;Pegawai 1923;S2;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Papua Barat;54;13/01/2018;13/01/2022;;;
1925;Pegawai 1924;S1;Analis Kepegawaian Muda ;BPK Perwakilan Provinsi Sumatera Utara;54;26/10/2018;26/10/2022;;;
